id,common_name,observed_on,place_guess,location,quality_grade,annotation_summary,ofvs,tags,url
242589554,Eastern Mudsnail,2024-09-16 18:44:36-04:00,"Cape May County, US-NJ, US","[39.0572268013, -74.7921202767]",research,Alive or Dead: Cannot Be Determined,[],[],https://www.inaturalist.org/observations/242589554
239710238,Eastern Mudsnail,2024-08-31 17:50:17-04:00,"Cumberland County, NJ, USA","[39.2424739712, -75.1777760312]",research,Alive or Dead: Cannot Be Determined,[],[],https://www.inaturalist.org/observations/239710238
239375847,Eastern Mudsnail,2024-08-21 17:20:40-04:00,"Raritan Bay, Keansburg, NJ, US","[40.4580457416, -74.1785607208]",research,Alive or Dead: Cannot Be Determined,[],[],https://www.inaturalist.org/observations/239375847
238958338,Eastern Mudsnail,2024-08-31 09:44:41-04:00,"Gateway National Recreation Area, Highlands, NJ, US","[40.4488688096, -73.9996508299]",research,,[],[],https://www.inaturalist.org/observations/238958338
238154182,Eastern Mudsnail,2024-08-26 18:48:53-04:00,"S Delaware Ave, Villas, NJ, US","[39.049624547, -74.9276502925]",research,Alive or Dead: Alive,[],[],https://www.inaturalist.org/observations/238154182
237839628,Eastern Mudsnail,2024-08-24 15:58:00-04:00,"Sandy Hook, Middletown Township, NJ, USA","[40.4488025842, -73.999534732]",research,Alive or Dead: Alive,[],[],https://www.inaturalist.org/observations/237839628
237372149,Eastern Mudsnail,2024-08-21 13:37:41-04:00,"Cape May, NJ 08204, USA","[38.9452167997, -74.9018922]",research,,[],[],https://www.inaturalist.org/observations/237372149
237372139,Eastern Mudsnail,2024-08-21 13:37:32-04:00,"Cape May, NJ 08204, USA","[38.9452076997, -74.9018889997]",research,Alive or Dead: Alive,[],[],https://www.inaturalist.org/observations/237372139
234730606,Eastern Mudsnail,2024-08-08,Bayshore Waterfront Park,"[40.4392717853, -74.0928000212]",research,,[],[],https://www.inaturalist.org/observations/234730606
234725935,Eastern Mudsnail,2024-08-08,"Port Monmouth, Middletown Township, NJ, USA","[40.4392717853, -74.0928000212]",research,,[],[],https://www.inaturalist.org/observations/234725935
233545224,Eastern Mudsnail,2024-06-20 11:51:32-04:00,"Great Bay, Absecon, NJ, US","[39.4937216667, -74.329895]",research,,[],[],https://www.inaturalist.org/observations/233545224
232522921,Eastern Mudsnail,2024-07-29 12:56:05-04:00,"Watson Creek, Manasquan, NJ, US","[40.1173340521, -74.0349259337]",research,Alive or Dead: Alive,[],[],https://www.inaturalist.org/observations/232522921
232475635,Eastern Mudsnail,2024-07-27 20:09:45-04:00,"Seven Mile Beach, Avalon, NJ, US","[39.0740305, -74.7458033333]",research,Alive or Dead: Alive,[],[],https://www.inaturalist.org/observations/232475635
232290588,Eastern Mudsnail,2024-07-28 12:14:06-04:00,Highlands,"[40.407043457, -73.9882049561]",research,,[],[],https://www.inaturalist.org/observations/232290588
229422946,Eastern Mudsnail,2024-06-12 11:26:37-04:00,"Bayshore, Keansburg, NJ, US","[40.4518283333, -74.1446445]",research,Life Stage: Egg,[],[],https://www.inaturalist.org/observations/229422946
228080375,Eastern Mudsnail,2024-07-02 06:54:00-04:00,"Middle Township, NJ, USA","[39.0592033806, -74.7737883952]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/228080375
226697506,Eastern Mudsnail,2024-07-01 12:03:44-04:00,"Little Egg Harbor Township, NJ, USA","[39.5640897997, -74.3416962]",research,,[],[],https://www.inaturalist.org/observations/226697506
225844839,Eastern Mudsnail,2024-06-04 14:11:00-04:00,"Seaside Park, NJ 08752, USA","[39.924797, -74.079722]",research,,[],[],https://www.inaturalist.org/observations/225844839
225172651,Eastern Mudsnail,2024-06-25 11:49:31-04:00,"Stone Harbor, NJ 08247, USA","[39.0425865997, -74.7713227997]",research,Alive or Dead: Cannot Be Determined,[],[],https://www.inaturalist.org/observations/225172651
225020307,Eastern Mudsnail,2024-06-24 21:59:54-04:00,"Barnegat Bay, Seaside Park, NJ, US","[39.9362750027, -74.0795583333]",research,Alive or Dead: Alive,[],[],https://www.inaturalist.org/observations/225020307
224963987,Eastern Mudsnail,2024-06-24 16:45:45-04:00,"Cape May Court House, NJ 08210, USA","[39.11163063, -74.89263622]",research,,[],[],https://www.inaturalist.org/observations/224963987
224026829,Eastern Mudsnail,2024-06-20 14:20:44-04:00,"Long Beach Island, Long Beach Township, NJ, US","[39.723658978, -74.1252400265]",research,,[],[],https://www.inaturalist.org/observations/224026829
223943614,Eastern Mudsnail,2024-06-12 12:50:53-04:00,"Brook Ave, Union Beach, NJ, US","[40.448375, -74.1635195]",research,,[],[],https://www.inaturalist.org/observations/223943614
223891528,Eastern Mudsnail,2024-06-12 12:52:29-04:00,"Brook Ave, Union Beach, NJ, US","[40.4480833333, -74.1641916667]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/223891528
223891168,Eastern Mudsnail,2024-06-12 12:52:29-04:00,"Brook Ave, Union Beach, NJ, US","[40.4480833333, -74.1641916667]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/223891168
223791572,Eastern Mudsnail,2024-06-19 13:16:53-04:00,"NJ-52 N, Ocean City, NJ, US","[39.2855365815, -74.5809548169]",research,Alive or Dead: Alive,[],[],https://www.inaturalist.org/observations/223791572
223752991,Eastern Mudsnail,2024-06-19 10:02:06-04:00,"Raritan Bay, Highlands, NJ, US","[40.4700478392, -74.0142333468]",research,Alive or Dead: Alive,[],[],https://www.inaturalist.org/observations/223752991
223520786,Eastern Mudsnail,2024-06-12 12:53:19-04:00,"Brook Ave, Union Beach, NJ, US","[40.4480833333, -74.1645138333]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/223520786
223173156,Eastern Mudsnail,2024-06-12 13:54:40-04:00,"Keyport, NJ, US","[40.440705, -74.2075583333]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/223173156
223169494,Eastern Mudsnail,2024-06-12 13:57:02-04:00,"Keyport, NJ, US","[40.43967, -74.2073533333]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/223169494
223166196,Eastern Mudsnail,2024-06-12 13:58:09-04:00,"Bayshore, Keyport, NJ, US","[40.4395216667, -74.2072833333]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/223166196
223149509,Eastern Mudsnail,2024-06-12 14:01:21-04:00,"Bayshore, Keyport, NJ, US","[40.439275, -74.2072666667]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/223149509
223143009,Eastern Mudsnail,2024-06-12 14:07:37-04:00,"Bayshore, Keyport, NJ, US","[40.4388116667, -74.2080783333]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/223143009
222986212,Eastern Mudsnail,2024-06-15 14:43:36-04:00,United States,"[40.7817172624, -74.0174657832]",research,Alive or Dead: Cannot Be Determined,[],[],https://www.inaturalist.org/observations/222986212
222639049,Eastern Mudsnail,2024-06-12 14:16:22-04:00,"Keyport, NJ, US","[40.4397966667, -74.20752]",research,,[],[],https://www.inaturalist.org/observations/222639049
222617911,Eastern Mudsnail,2024-06-12 14:17:42-04:00,"Keyport, NJ, US","[40.4397083333, -74.2076116667]",research,,[],[],https://www.inaturalist.org/observations/222617911
222617697,Eastern Mudsnail,2024-06-12 14:19:22-04:00,"Bayshore, Keyport, NJ, US","[40.439725, -74.207625]",research,,[],[],https://www.inaturalist.org/observations/222617697
222448155,Eastern Mudsnail,2024-06-12 14:23:40-04:00,"Keyport, NJ, US","[40.44072, -74.2075666667]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/222448155
222419600,Eastern Mudsnail,2024-06-12 14:25:23-04:00,"Monmouth County, US-NJ, US","[40.44132, -74.207595]",research,,[],[],https://www.inaturalist.org/observations/222419600
222348990,Eastern Mudsnail,2024-06-12 14:51:36-04:00,"NJ-35 N, South Amboy, NJ, US","[40.4632, -74.2576366667]",research,,[],[],https://www.inaturalist.org/observations/222348990
222348798,Eastern Mudsnail,2024-06-12 14:54:25-04:00,"NJ-35 N, South Amboy, NJ, US","[40.4627633333, -74.256675]",research,,[],[],https://www.inaturalist.org/observations/222348798
221909659,Eastern Mudsnail,2024-06-07 16:04:21-04:00,"Whale Creek, Atlantic Highlands, NJ, US","[40.4515283333, -74.222755]",research,,[],[],https://www.inaturalist.org/observations/221909659
221392572,Eastern Mudsnail,2024-06-07 16:28:25-04:00,"Raritan Bay, Keyport, NJ, US","[40.4536833333, -74.226395]",research,,[],[],https://www.inaturalist.org/observations/221392572
221321305,Eastern Mudsnail,2024-06-07 16:40:11-04:00,"Raritan Bay, Keyport, NJ, US","[40.4535616667, -74.2271283333]",research,,[],[],https://www.inaturalist.org/observations/221321305
221320580,Eastern Mudsnail,2024-06-07 16:44:20-04:00,"Raritan Bay, Keyport, NJ, US","[40.452825, -74.2283383333]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/221320580
221320176,Eastern Mudsnail,2024-06-07 16:46:52-04:00,"Raritan Bay, Keyport, NJ, US","[40.452625, -74.227945]",research,,[],[],https://www.inaturalist.org/observations/221320176
220119106,Eastern Mudsnail,2024-06-02 17:52:32-04:00,"Sandy Hook, Middletown Township, NJ, USA","[40.41550495, -73.98182876]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/220119106
219915091,Eastern Mudsnail,2022-11-05 15:51:00-04:00,"Lower Township, NJ, USA","[38.9625945971, -74.954898505]",research,Alive or Dead: Alive,[],[],https://www.inaturalist.org/observations/219915091
219816577,Eastern Mudsnail,2024-06-01 12:00:40-04:00,"Delaware Bay, Heislerville, NJ, US","[39.19398, -75.0158916667]",research,Alive or Dead: Alive,[],[],https://www.inaturalist.org/observations/219816577
219343909,Eastern Mudsnail,2024-05-21 17:30:10-04:00,"N Beach Ave, Cape May Court House, NJ, US","[39.1272634509, -74.8923100996]",research,,[],[],https://www.inaturalist.org/observations/219343909
218020992,Eastern Mudsnail,2024-05-24 18:46:16-04:00,"Bayshore, Sayreville, NJ, US","[40.47337, -74.2661366667]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/218020992
216807488,Eastern Mudsnail,2024-05-19 10:36:31-04:00,"Gateway National Recreation Area, Atlantic Highlands, NJ, US","[40.4045116667, -73.9786616667]",research,,[],[],https://www.inaturalist.org/observations/216807488
216035715,Eastern Mudsnail,2024-05-15 13:23:33-04:00,"Seidler Beach, Keyport, NJ, US","[40.4571916667, -74.236405]",research,,[],[],https://www.inaturalist.org/observations/216035715
215998249,Eastern Mudsnail,2024-05-15 13:35:28-04:00,"Seidler Beach, Keyport, NJ, US","[40.456195, -74.2353533333]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/215998249
215997978,Eastern Mudsnail,2024-05-15 13:40:24-04:00,"Seidler Beach, Keyport, NJ, US","[40.455525, -74.2344283333]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/215997978
215991168,Eastern Mudsnail,2024-05-15 14:00:53-04:00,"Seidler Beach, Keyport, NJ, US","[40.4559583333, -74.2350833333]",research,,[],[],https://www.inaturalist.org/observations/215991168
215990431,Eastern Mudsnail,2024-05-15 14:08:23-04:00,"Seidler Beach, Keyport, NJ, US","[40.45622, -74.235475]",research,,[],[],https://www.inaturalist.org/observations/215990431
215152143,Eastern Mudsnail,2024-05-09 15:02:00-04:00,"Sayreville, NJ, USA","[40.473461364, -74.2659063719]",research,,[],[],https://www.inaturalist.org/observations/215152143
207478865,Eastern Mudsnail,2024-04-15 15:30:32-04:00,"Gateway National Recreation Area, Highlands, NJ, US","[40.4489966667, -74.0005333333]",research,Alive or Dead: Alive,[],[],https://www.inaturalist.org/observations/207478865
207288415,Eastern Mudsnail,2024-04-14 09:44:33-04:00,"Little Egg Harbor Township, NJ 08087, USA","[39.5090629997, -74.3209497997]",research,,[],[],https://www.inaturalist.org/observations/207288415
206877812,Eastern Mudsnail,2023-08-14 12:46:00-04:00,"Ocean Twp, NJ, USA","[39.7862828654, -74.1091460676]",research,Alive or Dead: Alive,[],[],https://www.inaturalist.org/observations/206877812
203946876,Eastern Mudsnail,2024-03-25 11:02:48-04:00,"Ocean Twp, NJ, USA","[39.7668718997, -74.1919033]",research,,[],[],https://www.inaturalist.org/observations/203946876
203945659,Eastern Mudsnail,2024-03-21 11:45:17-04:00,"Point Pleasant Beach, NJ 08742, USA","[40.1006781997, -74.0490039997]",research,,[],[],https://www.inaturalist.org/observations/203945659
203138738,Eastern Mudsnail,2024-03-19 15:04:25-04:00,"Fair Haven Rd, Fair Haven, NJ, US","[40.3679143866, -74.0384983191]",research,,[],[],https://www.inaturalist.org/observations/203138738
201506952,Eastern Mudsnail,2024-03-06 15:27:38-05:00,"William Morrow Beach, Somers Point, NJ, US","[39.3112405674, -74.5926693366]",research,,[],[],https://www.inaturalist.org/observations/201506952
201311625,Eastern Mudsnail,2024-03-03 13:24:00-05:00,"Little Egg Harbor Township, NJ 08087, USA","[39.5567516997, -74.338942]",research,,[],[],https://www.inaturalist.org/observations/201311625
201040362,Eastern Mudsnail,2024-02-28 15:56:00-05:00,"Old Bridge, NJ, USA","[40.4617020083, -74.2519355202]",research,,[],[],https://www.inaturalist.org/observations/201040362
200737536,Eastern Mudsnail,2024-02-28 12:38:43-05:00,"Bayshore Waterfront Park, Atlantic Highlands, NJ, US","[40.4408476798, -74.0937874774]",research,,[],[],https://www.inaturalist.org/observations/200737536
200737288,Eastern Mudsnail,2024-02-19 12:39:00-05:00,"Bayshore Waterfront Park, Port Monmouth, NJ, US","[40.4403421647, -74.0925420218]",research,,[],[],https://www.inaturalist.org/observations/200737288
199699583,Eastern Mudsnail,2024-02-18 12:10:28-05:00,"Gardners Basin, Atlantic City, NJ, US","[39.372455, -74.4204783333]",research,,[],[],https://www.inaturalist.org/observations/199699583
199699515,Eastern Mudsnail,2024-02-18 12:12:15-05:00,"Gardners Basin, Atlantic City, NJ, US","[39.3724583333, -74.4204716667]",research,,[],[],https://www.inaturalist.org/observations/199699515
199004592,Eastern Mudsnail,2024-02-10 12:48:00-05:00,"Horseshoe Cove, Middletown Township, NJ, USA","[40.4411963, -73.9962255]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/199004592
195397131,Eastern Mudsnail,2023-12-25 15:04:00-05:00,"Seaside Park, NJ 08752, USA","[39.925161, -74.074514]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/195397131
194552009,Eastern Mudsnail,2023-10-02 14:27:31-04:00,"Wells Island, Tuckerton, NJ, US","[39.5402836565, -74.3928917151]",research,Alive or Dead: Alive,[],[],https://www.inaturalist.org/observations/194552009
194249766,Eastern Mudsnail,2023-10-28 11:23:10-04:00,"Gateway National Recreation Area, Atlantic Highlands, NJ, US","[40.407355, -73.97608]",research,,[],[],https://www.inaturalist.org/observations/194249766
193688309,Eastern Mudsnail,2023-10-28 12:49:48-04:00,"Gateway National Recreation Area, Atlantic Highlands, NJ, US","[40.405525, -73.9802083333]",research,,[],[],https://www.inaturalist.org/observations/193688309
191856938,Eastern Mudsnail,2023-11-23 11:37:34-05:00,"Harvey Cedars, NJ 08008, USA","[39.5108721737, -74.2903705314]",research,,[],[],https://www.inaturalist.org/observations/191856938
191856367,Eastern Mudsnail,2023-11-23 11:38:02-05:00,"Long Beach, NJ, USA","[39.5136916667, -74.287525]",research,Alive or Dead: Cannot Be Determined,[],[],https://www.inaturalist.org/observations/191856367
190720971,Eastern Mudsnail,2023-11-11 16:40:08-05:00,"Wildwood Beach, Wildwood, NJ, US","[38.9810216667, -74.8112716667]",research,,[],[],https://www.inaturalist.org/observations/190720971
189270667,Eastern Mudsnail,2023-10-28 12:48:54-04:00,"Gateway National Recreation Area, Atlantic Highlands, NJ, US","[40.4055283333, -73.980225]",research,,[],[],https://www.inaturalist.org/observations/189270667
189256196,Eastern Mudsnail,2023-10-28 14:34:18-04:00,"Middletown Township, NJ, USA","[40.44821888, -73.99777508]",research,,[],[],https://www.inaturalist.org/observations/189256196
189254336,Eastern Mudsnail,2023-10-28 14:17:33-04:00,"Sandy Hook, Middletown Township, NJ, USA","[40.44845121, -73.99831698]",research,,[],[],https://www.inaturalist.org/observations/189254336
189247660,Eastern Mudsnail,2023-10-28 12:48:55-04:00,"Gateway National Recreation Area, Atlantic Highlands, NJ, US","[40.405575, -73.9802166667]",research,,[],[],https://www.inaturalist.org/observations/189247660
189245106,Eastern Mudsnail,2023-10-28 12:49:09-04:00,"Seadrift Ave, Highlands, NJ, US","[40.4054473713, -73.9801732265]",research,,[],[],https://www.inaturalist.org/observations/189245106
189244532,Eastern Mudsnail,2023-10-28 12:49:12-04:00,"Gateway National Recreation Area, Atlantic Highlands, NJ, US","[40.405525, -73.9802083333]",research,,[],[],https://www.inaturalist.org/observations/189244532
189244244,Eastern Mudsnail,2023-10-28 12:48:57-04:00,"Sandy Hook, Middletown Township, NJ, USA","[40.4055246, -73.9802176]",research,,[],[],https://www.inaturalist.org/observations/189244244
188210964,Eastern Mudsnail,2023-10-19 16:01:26-04:00,United States,"[39.717715127, -74.142130048]",research,,[],[],https://www.inaturalist.org/observations/188210964
188195377,Eastern Mudsnail,2023-10-19 16:01:26-04:00,"Lanoka Harbor, NJ 08734, USA","[39.7729833333, -74.1019777778]",research,,[],[],https://www.inaturalist.org/observations/188195377
186910912,Eastern Mudsnail,2023-10-09 16:47:58-04:00,"Seven Mile Beach, Stone Harbor, NJ, US","[39.0367583333, -74.7692033333]",research,,[],[],https://www.inaturalist.org/observations/186910912
186910876,Eastern Mudsnail,2023-10-09 16:48:02-04:00,"Seven Mile Beach, Stone Harbor, NJ, US","[39.0342055, -74.770155]",research,,[],[],https://www.inaturalist.org/observations/186910876
185858691,Eastern Mudsnail,2023-09-30 14:04:48-04:00,"Sandy Hook, Middletown Township, NJ, USA","[40.4273514291, -73.987095505]",research,,[],[],https://www.inaturalist.org/observations/185858691
185809397,Eastern Mudsnail,2023-10-01 17:39:50-04:00,"Newport, NJ, US","[39.2776333333, -75.242875]",research,Alive or Dead: Cannot Be Determined,[],[],https://www.inaturalist.org/observations/185809397
183648431,Eastern Mudsnail,2023-09-16 15:07:00-04:00,"Great Bay Blvd, West Creek, NJ, US","[39.5091533333, -74.3202216667]",research,,[],[],https://www.inaturalist.org/observations/183648431
183601988,Eastern Mudsnail,2023-09-16 15:34:34-04:00,"West Creek, NJ, US","[39.5087583333, -74.3219133333]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/183601988
179883737,Eastern Mudsnail,2023-08-23 09:38:07-04:00,"Barnegat Bay, Ocean Gate, NJ, US","[39.7863966667, -74.1000221667]",research,,[],[],https://www.inaturalist.org/observations/179883737
178762133,Eastern Mudsnail,2023-08-16 13:12:45-04:00,"Stone Harbor Blvd, Stone Harbor, NJ, US","[39.0577361667, -74.7752083333]",research,Alive or Dead: Alive,[],[],https://www.inaturalist.org/observations/178762133
178513476,Eastern Mudsnail,2023-08-14 13:19:53-04:00,"Barnegat Bay, Ocean Gate, NJ, US","[39.7747283333, -74.1047221667]",research,,[],[],https://www.inaturalist.org/observations/178513476
177070178,Eastern Mudsnail,2023-08-06 19:07:54-04:00,"Raritan Bay, Keyport, NJ, US","[40.4531706171, -74.2272751686]",research,Alive or Dead: Alive,[],[],https://www.inaturalist.org/observations/177070178
175738110,Eastern Mudsnail,2023-07-30 10:29:51-04:00,"Beach Ave, Cape May, NJ, US","[39.0190611667, -74.9478216667]",research,,[],[],https://www.inaturalist.org/observations/175738110
175652594,Eastern Mudsnail,2023-07-28 13:57:00-04:00,"Ocean Twp, NJ, USA","[39.7856777778, -74.0987194444]",research,,[],[],https://www.inaturalist.org/observations/175652594
173821881,Eastern Mudsnail,2023-07-19 10:09:05-04:00,"Island Beach State Park, Ocean Gate, NJ, US","[39.85365, -74.0895695]",research,,[],[],https://www.inaturalist.org/observations/173821881
172444720,Eastern Mudsnail,2023-06-06 15:51:00-04:00,"Sandy Hook, Middletown Township, NJ, USA","[40.41535, -73.98179]",research,,[],[],https://www.inaturalist.org/observations/172444720
171281405,Eastern Mudsnail,2023-07-05 11:55:01-04:00,"Stites Creek, Wildwood, NJ, US","[38.9995783333, -74.8574133333]",research,,[],[],https://www.inaturalist.org/observations/171281405
171134815,Eastern Mudsnail,2023-06-01 10:06:00-04:00,"Cumberland County, US-NJ, US","[39.2029004636, -74.9940262061]",research,,[],[],https://www.inaturalist.org/observations/171134815
171134810,Eastern Mudsnail,2023-06-01 10:04:00-04:00,"Maurice River, NJ, USA","[39.2029107573, -74.9940333952]",research,,[],[],https://www.inaturalist.org/observations/171134810
171066314,Eastern Mudsnail,2023-07-03 12:30:18-04:00,"Ocean City, NJ, USA","[39.2172991997, -74.6478591997]",research,,[],[],https://www.inaturalist.org/observations/171066314
170950544,Eastern Mudsnail,2023-07-02 18:12:28-04:00,"Avalon, NJ 08202, USA","[39.1043916667, -74.7064111111]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/170950544
170667698,Eastern Mudsnail,2023-07-02 11:42:51-04:00,"Cape May County, NJ, USA","[39.0248183384, -74.9453730136]",research,Alive or Dead: Alive,[],[],https://www.inaturalist.org/observations/170667698
168692064,Eastern Mudsnail,2023-06-20 18:01:42-04:00,"Spermaceti Cove, Highlands, NJ, US","[40.4285966667, -73.9910716667]",research,,[],[],https://www.inaturalist.org/observations/168692064
168534524,Eastern Mudsnail,2023-06-18 13:35:53-04:00,"Horseshoe Cove, Highlands, NJ, US","[40.448445, -73.99803]",research,,[],[],https://www.inaturalist.org/observations/168534524
166666186,Eastern Mudsnail,2023-06-10 16:43:17-04:00,"Dock St, West Creek, NJ, US","[39.609710805, -74.2945102684]",research,,[],[],https://www.inaturalist.org/observations/166666186
164514142,Eastern Mudsnail,2023-05-29 11:05:51-04:00,"West Creek, NJ, US","[39.508495, -74.3220216667]",research,,[],[],https://www.inaturalist.org/observations/164514142
164455089,Eastern Mudsnail,2023-05-29 12:04:40-04:00,"Delaware Bay, Cape May, NJ, US","[39.033725, -74.939545]",research,Alive or Dead: Alive,[],[],https://www.inaturalist.org/observations/164455089
163677786,Eastern Mudsnail,2023-05-25 09:17:47-04:00,Gateway National Recreation Area,"[40.4397134945, -73.9884966239]",research,,[],[],https://www.inaturalist.org/observations/163677786
162333988,Eastern Mudsnail,2023-05-18 13:06:24-04:00,Cape May,"[39.1086273193, -74.8934631348]",research,,[],[],https://www.inaturalist.org/observations/162333988
162080959,Eastern Mudsnail,2023-05-08 09:46:10-04:00,"Island Beach State Park, Ocean Gate, NJ, US","[39.8536033333, -74.0895778333]",research,,[],[],https://www.inaturalist.org/observations/162080959
161739214,Eastern Mudsnail,2023-05-08 11:14:30-04:00,"Barnegat Bay, Ocean Gate, NJ, US","[39.78955, -74.0975195]",research,,[],[],https://www.inaturalist.org/observations/161739214
